molecule_chembl_id,target_chembl_id,standard_type,standard_value,standard_units,smiles,organism,pIC50
CHEMBL4442572,CHEMBL368,IC50,2387.97,nM,O=C(c1ccccc1)N1CC=C(c2cc3ncccc3[nH]2)CC1,trypanosoma_cruzi,5.621971133537768
CHEMBL4517599,CHEMBL368,IC50,2009.1,nM,CC(C)c1cc(C(=O)N2CC=C(c3cc4ncccc4[nH]3)CC2)on1,trypanosoma_cruzi,5.696998446344158
CHEMBL4443655,CHEMBL368,IC50,8299.1,nM,O=C(c1cc(C(F)(F)F)no1)N1CCC(c2cc3ncccc3[nH]2)C1,trypanosoma_cruzi,5.080969002350037
CHEMBL4469889,CHEMBL368,IC50,2083.65,nM,O=C(Nc1cccc(-c2cc3ncccc3[nH]2)c1)c1ccccc1,trypanosoma_cruzi,5.681175229630799
CHEMBL4454479,CHEMBL368,IC50,7253.8,nM,CN(C(=O)c1ccccc1)c1cccc(-c2cc3ncccc3[nH]2)c1,trypanosoma_cruzi,5.139434422851779
CHEMBL4463426,CHEMBL368,IC50,25215.38,nM,O=C(Nc1ccc(-c2cc3ncccc3[nH]2)cc1)c1ccccc1,trypanosoma_cruzi,4.5983344825649475
CHEMBL4458700,CHEMBL368,IC50,36199.92,nM,CN(CCc1cc2ncccc2[nH]1)C(=O)c1ccccc1,trypanosoma_cruzi,4.441292389234706
CHEMBL4458467,CHEMBL368,IC50,34563.74,nM,O=C(c1cc(C2CC2)no1)N1CCOC(c2cc3ncccc3[nH]2)C1,trypanosoma_cruzi,4.4613792704326745
CHEMBL4544754,CHEMBL368,IC50,1090.0,nM,COc1cccc2[nH]c(C(=O)N3CCCC(c4cc5ncccc5[nH]4)C3)cc12,trypanosoma_cruzi,5.962573502059376
CHEMBL4472750,CHEMBL368,IC50,1196.62,nM,COc1ccc(OC)c2[nH]c(C(=O)N3CCCC(c4cc5ncccc5[nH]4)C3)cc12,trypanosoma_cruzi,5.922043742746646
CHEMBL4472152,CHEMBL368,IC50,2544.33,nM,O=C(c1ccc(F)cc1)N1CC=C(c2cc3ncccc3[nH]2)CC1,trypanosoma_cruzi,5.59442656130802
CHEMBL4591061,CHEMBL368,IC50,3747.0,nM,COc1ccc(Cl)cc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,trypanosoma_cruzi,5.426316306906202
CHEMBL4543554,CHEMBL368,IC50,3919.18,nM,O=C(c1cc(C2CC2)on1)N1CCCC(c2cc3ncccc3[nH]2)C1,trypanosoma_cruzi,5.406804789797848
CHEMBL4472160,CHEMBL368,IC50,4031.13,nM,COc1cccc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)c1OC,trypanosoma_cruzi,5.394573196048816
CHEMBL4436950,CHEMBL368,IC50,8348.47,nM,CC(C)c1cc(C(=O)N2CCCC(O)(c3cc4ncccc4[nH]3)C2)on1,trypanosoma_cruzi,5.0783931091201575
CHEMBL4438293,CHEMBL368,IC50,8987.77,nM,O=C(c1ccc(F)cc1)N1CCC(c2cc3ncccc3[nH]2)C1,trypanosoma_cruzi,5.046348049849805
CHEMBL4474408,CHEMBL368,IC50,21314.74,nM,Cc1ccoc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,trypanosoma_cruzi,4.67131996056571
CHEMBL4580807,CHEMBL368,IC50,29516.28,nM,CC(C)(C)OC(=O)N1CCCC(c2cn3nc(Cl)ccc3n2)C1,trypanosoma_cruzi,4.529938378464024
CHEMBL4577647,CHEMBL368,IC50,34497.52,nM,O=C(OCc1ccccc1)N1CCCC(c2cn3cccnc3n2)C1,trypanosoma_cruzi,4.462212124898562
CHEMBL4564795,CHEMBL368,IC50,35654.62,nM,O=C(c1cc(C(F)(F)F)no1)N1CCOC(c2cc3ncccc3[nH]2)C1,trypanosoma_cruzi,4.447884187817529
CHEMBL4580467,CHEMBL368,IC50,40005.22,nM,O=C(Cc1ccccc1)N1CCN(c2nc3ccccc3s2)CC1,trypanosoma_cruzi,4.397883336939899
CHEMBL4438485,CHEMBL368,IC50,41898.93,nM,O=C(c1ccccc1)N1CC=C(c2cc3ccccc3[nH]2)CC1,trypanosoma_cruzi,4.377797067750392
CHEMBL4517091,CHEMBL368,IC50,45942.57,nM,CC(C)c1cc(C(=O)N2CCC(O)(c3cc4ncccc4[nH]3)CC2)on1,trypanosoma_cruzi,4.337784714286838
CHEMBL4458618,CHEMBL368,IC50,49098.34,nM,CCN(C(=O)CCc1nc2ncccc2[nH]1)c1ccccc1,trypanosoma_cruzi,4.308933190993671
CHEMBL4439836,CHEMBL368,IC50,51299.9,nM,CC(C)c1cc(C(=O)N2CCCC(O)(c3cc4ncccc4n3S(=O)(=O)c3ccccc3)C2)on1,trypanosoma_cruzi,4.289883481466946
CHEMBL4468854,CHEMBL368,IC50,64000.0,nM,Cc1nc(C)c(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)s1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4575354,CHEMBL368,IC50,64000.0,nM,OC1(c2cc3ncccc3[nH]2)CCN(Cc2ccccc2)CC1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4578554,CHEMBL368,IC50,64000.0,nM,O=C(c1ccccc1)N1CCC(O)(c2cc3ncccc3[nH]2)CC1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4577847,CHEMBL368,IC50,64000.0,nM,CC(C)(C)OC(=O)N1CCCC(c2cn3cccnc3n2)C1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4536182,CHEMBL368,IC50,64000.0,nM,CCC(=O)N1CCCC(c2nc3ncc(Cl)cc3[nH]2)C1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4541417,CHEMBL368,IC50,64000.0,nM,Nc1cc(C2CCCN(C(=O)c3cc(C(F)(F)F)no3)C2)[nH]n1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4533238,CHEMBL368,IC50,64000.0,nM,Nc1cc(C2CCCN(C(=O)c3ccccc3)C2)[nH]n1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4470549,CHEMBL368,IC50,64000.0,nM,O=C1c2ccccc2CN1CCc1cc2ncccc2[nH]1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4532654,CHEMBL368,IC50,64000.0,nM,O=C(c1ccccc1)N1CCCC(c2cn3nc(Cl)ccc3n2)C1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4438401,CHEMBL368,IC50,64000.0,nM,O=C(CCc1nc2cccnc2n1CCO)Nc1ccccc1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4442466,CHEMBL368,IC50,64000.0,nM,CCN(CCC(=O)Nc1cccnc1)C(=O)c1ccc(F)cc1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4476694,CHEMBL368,IC50,64000.0,nM,CCN(CCc1nc2ncc(Cl)cc2[nH]1)C(=O)c1ccc(F)cc1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4520051,CHEMBL368,IC50,64000.0,nM,O=C(CCc1nc2ncc(Cl)cc2[nH]1)Nc1cccc(F)c1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4548631,CHEMBL368,IC50,64000.0,nM,O=C(CCc1nc2ncc(Cl)cc2[nH]1)Nc1ccccc1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4435668,CHEMBL368,IC50,64000.0,nM,O=C(NCCc1nc2ncc(Cl)cc2[nH]1)c1ccccc1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4568354,CHEMBL368,IC50,64000.0,nM,O=C(c1ccccc1)N1CCN(c2nc3ccccc3s2)CC1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4459251,CHEMBL368,IC50,64000.0,nM,CCN(CCc1nc2ncccc2[nH]1)C(=O)c1ccccc1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4444496,CHEMBL368,IC50,64000.0,nM,CN(CC(O)c1cc2ncccc2n1S(=O)(=O)c1ccccc1)C(=O)c1ccccc1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4584758,CHEMBL368,IC50,64000.0,nM,O=C(CCc1nc2ncccc2[nH]1)Nc1ccccc1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4446198,CHEMBL368,IC50,64000.0,nM,O=S(=O)(c1ccccc1)N1CC=C(c2cc3ncccc3[nH]2)CC1,trypanosoma_cruzi,4.1938200260161125
CHEMBL4467706,CHEMBL368,IC50,64000.0,nM,CC(=O)N1C=C(c2cc3ncccc3[nH]2)CCC1,trypanosoma_cruzi,4.1938200260161125
